Kassenart;Quelle;Erstellungsdatum;Typ;Risikogruppe;Einheit;Wert
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG001;VT;60613409
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG002;VT;562534564
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG003;VT;773626236
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG004;VT;599856799
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG005;VT;977444282
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG006;VT;859037124
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG007;VT;843892000
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG008;VT;828867982
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG009;VT;780945517
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG010;VT;1015580695
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG011;VT;1143517205
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG012;VT;1025605224
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG013;VT;870020884
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG014;VT;764764847
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG015;VT;633932874
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG016;VT;804877148
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG017;VT;545355324
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG018;VT;341883088
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG019;VT;164066317
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG020;VT;43792278
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG021;VT;63712030
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG022;VT;593412057
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG023;VT;816575179
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG024;VT;635493173
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG025;VT;1039688658
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG026;VT;894395075
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG027;VT;857513489
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG028;VT;805275352
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG029;VT;732948583
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG030;VT;936954422
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG031;VT;1055376180
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG032;VT;927458729
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG033;VT;757650266
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG034;VT;640221637
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG035;VT;504592819
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG036;VT;598815491
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG037;VT;353716808
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG038;VT;171110247
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG039;VT;50681024
GKV;Grundlagenbescheid;20. Nov 17;AGG;AGG040;VT;9050347
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG001;VT;0
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG002;VT;1014455
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG003;VT;2344323
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG004;VT;2065918
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG005;VT;2698612
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG006;VT;1705485
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG007;VT;2130591
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG008;VT;2722382
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG009;VT;3152387
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG010;VT;3570842
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG011;VT;3763110
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG012;VT;3545153
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG013;VT;3845087
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG014;VT;6046642
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG015;VT;6845714
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG016;VT;6321436
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG017;VT;3905968
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG018;VT;1829337
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG019;VT;661420
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG020;VT;161316
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG021;VT;0
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG022;VT;1063979
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG023;VT;2431161
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG024;VT;2096751
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG025;VT;2419316
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG026;VT;2118469
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG027;VT;2877966
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG028;VT;3774477
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG029;VT;4489153
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG030;VT;5003546
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG031;VT;4988303
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG032;VT;4140535
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG033;VT;2851723
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG034;VT;3129672
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG035;VT;4161886
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG036;VT;4586631
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG037;VT;2672720
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG038;VT;934182
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG039;VT;255276
GKV;Grundlagenbescheid;20. Nov 17;AusAGG;AusAGG040;VT;38500
GKV;Grundlagenbescheid;20. Nov 17;EMG;EMG001;VT;46196995
GKV;Grundlagenbescheid;20. Nov 17;EMG;EMG002;VT;117297254
GKV;Grundlagenbescheid;20. Nov 17;EMG;EMG003;VT;179513455
GKV;Grundlagenbescheid;20. Nov 17;EMG;EMG004;VT;41556399
GKV;Grundlagenbescheid;20. Nov 17;EMG;EMG005;VT;107757106
GKV;Grundlagenbescheid;20. Nov 17;EMG;EMG006;VT;175363415
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG001;VT;20266661
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG002;VT;43943165
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG003;VT;1440777
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG004;VT;1066323
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG005;VT;15010089
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG006;VT;2608209
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG011;VT;77261307
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG012;VT;151550639
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG013;VT;306556876
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG015;VT;346162433
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG016;VT;334321906
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG017;VT;121967072
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG018;VT;3411473
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG019;VT;1541248058
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG020;VT;491668134
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG021;VT;9838249
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG022;VT;23607723
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG023;VT;113868066
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG024;VT;211742074
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG025;VT;623370
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG026;VT;54455393
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG027;VT;56162606
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG028;VT;22031862
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG030;VT;3270440
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG031;VT;49613312
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG032;VT;1628048
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG033;VT;93969757
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG034;VT;4219619
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG035;VT;931189
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG036;VT;208277
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG037;VT;26729964
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG038;VT;48652
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG039;VT;483136311
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG040;VT;365840718
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG041;VT;28389408
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG042;VT;29975409
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG043;VT;2485128
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG044;VT;10278506
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG045;VT;3774889
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG046;VT;229544527
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG047;VT;12266238
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG048;VT;1228432
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG049;VT;16282360
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG050;VT;81090779
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG051;VT;90342187
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG052;VT;234832709
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG053;VT;125479284
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG054;VT;114687922
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG055;VT;33212076
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG056;VT;65098425
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG057;VT;849535350
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG058;VT;1527197583
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG060;VT;35444029
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG061;VT;26276671
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG062;VT;62896386
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG063;VT;13097934
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG065;VT;104207457
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG071;VT;451779842
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG072;VT;44706169
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG073;VT;62181450
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG074;VT;288866464
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG075;VT;27309446
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG077;VT;19786177
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG078;VT;107485469
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG079;VT;15221051
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG080;VT;888377971
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG081;VT;90554555
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG083;VT;496036763
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG084;VT;997637403
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG086;VT;719262142
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG087;VT;280124
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG088;VT;14778275
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG091;VT;3551782041
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG092;VT;786190069
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG095;VT;12018812
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG096;VT;66000062
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG098;VT;15184974
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG099;VT;33689095
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG100;VT;142023165
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG101;VT;32008643
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG103;VT;241978926
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG104;VT;17176686
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG105;VT;266615587
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG106;VT;367541555
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG108;VT;16319980
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG110;VT;146281512
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG111;VT;9394204
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG113;VT;171574357
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG114;VT;6486924
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG115;VT;237750039
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG117;VT;39169757
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG130;VT;25823782
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG131;VT;699894459
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG132;VT;73626536
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG133;VT;118280629
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG134;VT;87950414
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG136;VT;53130340
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG138;VT;6720157
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG144;VT;12745736
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG146;VT;317424386
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG147;VT;7741271
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG149;VT;75686965
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG152;VT;473130036
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG153;VT;41222663
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG155;VT;1408104
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG156;VT;93474984
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG157;VT;186886563
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG158;VT;152684
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG159;VT;26019222
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG160;VT;4362210
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG162;VT;8767302
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG164;VT;34879267
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG165;VT;26747819
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG166;VT;81785526
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG169;VT;663813
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG170;VT;644048
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG172;VT;318789
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG173;VT;263124
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG174;VT;1739217
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG175;VT;2465420
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG176;VT;10495971
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG177;VT;14215830
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG178;VT;382945
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG180;VT;754855
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG184;VT;3676706
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG198;VT;6164906
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG199;VT;43932039
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG200;VT;152782088
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG204;VT;206502773
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG205;VT;23407432
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG207;VT;8319981
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG208;VT;20523247
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG209;VT;37770271
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG215;VT;469135646
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG216;VT;59034762
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG217;VT;1858285
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG218;VT;647568
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG219;VT;19755705
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG220;VT;419695078
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG221;VT;6428096
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG222;VT;1922264
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG225;VT;2811181
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG226;VT;8954559
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG227;VT;97025101
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG228;VT;477725076
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG230;VT;351472711
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG231;VT;109777441
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG232;VT;8903550
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG233;VT;1356144
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG234;VT;39361875
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG235;VT;56485146
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG237;VT;609536818
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG238;VT;592753
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG250;VT;133291
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG251;VT;515452735
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG252;VT;598563045
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG253;VT;488754518
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG254;VT;41880356
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG258;VT;404324652
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG259;VT;52521
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG261;VT;2546795
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG262;VT;4281355
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG263;VT;17604132
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG264;VT;4084717
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG265;VT;49829137
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG266;VT;39388328
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG267;VT;29703813
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG268;VT;38945370
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG269;VT;29266265
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG270;VT;33583690
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG271;VT;21538826
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG272;VT;10793492
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG273;VT;59928108
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG274;VT;45976228
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG275;VT;236373242
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG276;VT;106594947
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG277;VT;241367559
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG278;VT;71567208
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG281;VT;119821
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG282;VT;182937
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG283;VT;155544885
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG284;VT;70867
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG285;VT;29780
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG286;VT;1865141
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG288;VT;9484774
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG289;VT;20621644
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG290;VT;74014647
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG292;VT;272936
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG293;VT;13460852
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG294;VT;69304093
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG295;VT;29127805
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG296;VT;51431686
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG297;VT;2593624
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG298;VT;4284342
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG299;VT;3874021
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG300;VT;28015557
GKV;Grundlagenbescheid;20. Nov 17;HMG;HMG301;VT;4192858
GKV;Grundlagenbescheid;20. Nov 17;KAGG;KAGG001;VT;31
GKV;Grundlagenbescheid;20. Nov 17;KAGG;KAGG002;VT;0
GKV;Grundlagenbescheid;20. Nov 17;KAGG;KAGG003;VT;141
GKV;Grundlagenbescheid;20. Nov 17;KAGG;KAGG004;VT;0
GKV;Grundlagenbescheid;20. Nov 17;KAGG;KAGG005;VT;0
GKV;Grundlagenbescheid;20. Nov 17;KAGG;KAGG006;VT;0
GKV;Grundlagenbescheid;20. Nov 17;KAGG;KAGG007;VT;0
GKV;Grundlagenbescheid;20. Nov 17;KAGG;KAGG008;VT;0
GKV;Grundlagenbescheid;20. Nov 17;KAGG;KAGG009;VT;527
GKV;Grundlagenbescheid;20. Nov 17;KAGG;KAGG010;VT;0
GKV;Grundlagenbescheid;20. Nov 17;KAGG;KAGG011;VT;305
GKV;Grundlagenbescheid;20. Nov 17;KAGG;KAGG012;VT;0
GKV;Grundlagenbescheid;20. Nov 17;KAGG;KAGG013;VT;154
GKV;Grundlagenbescheid;20. Nov 17;KAGG;KAGG014;VT;352
GKV;Grundlagenbescheid;20. Nov 17;KAGG;KAGG015;VT;2191
GKV;Grundlagenbescheid;20. Nov 17;KAGG;KAGG016;VT;282960
GKV;Grundlagenbescheid;20. Nov 17;KAGG;KAGG017;VT;3885006
GKV;Grundlagenbescheid;20. Nov 17;KAGG;KAGG018;VT;13502087
GKV;Grundlagenbescheid;20. Nov 17;KAGG;KAGG019;VT;28612862
GKV;Grundlagenbescheid;20. Nov 17;KAGG;KAGG020;VT;48186752
GKV;Grundlagenbescheid;20. Nov 17;KAGG;KAGG021;VT;61467661
GKV;Grundlagenbescheid;20. Nov 17;KAGG;KAGG022;VT;67204265
GKV;Grundlagenbescheid;20. Nov 17;KAGG;KAGG023;VT;73228627
GKV;Grundlagenbescheid;20. Nov 17;KAGG;KAGG024;VT;81763386
GKV;Grundlagenbescheid;20. Nov 17;KAGG;KAGG025;VT;89610231
GKV;Grundlagenbescheid;20. Nov 17;KAGG;KAGG026;VT;99329056
GKV;Grundlagenbescheid;20. Nov 17;KAGG;KAGG027;VT;116746478
GKV;Grundlagenbescheid;20. Nov 17;KAGG;KAGG028;VT;121760184
GKV;Grundlagenbescheid;20. Nov 17;KAGG;KAGG029;VT;129256846
GKV;Grundlagenbescheid;20. Nov 17;KAGG;KAGG030;VT;128929743
